report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0427,Working at height,LSR09,none,working_at_height-cohort-2,low,stable,107,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0427 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0428,Working at height,LSR09,Work authorization,working_at_height-cohort-1,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0428 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0429,Driving,LSR03,none,driving-cohort-1,low,stable,107,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0429 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0430,Line of fire,LSR06,none,line_of_fire-cohort-2,low,declining,107,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0430 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0431,Energy isolation,LSR04,none,energy_isolation-cohort-1,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0431 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0432,Bypassed safety controls,LSR01,Energy isolation,bypassed_safety_controls-cohort-2,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0432 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0433,Routine work,none,none,routine_work-cohort-2,low,declining,107,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0433 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0434,Hot work,LSR05,none,hot_work-cohort-2,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0434 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0435,Confined space,LSR02,none,confined_space-cohort-1,low,stable,108,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0435 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0436,Energy isolation,LSR04,Hot work,energy_isolation-cohort-2,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0436 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0437,Driving,LSR03,none,driving-cohort-1,low,declining,107,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0437 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
