report_id,report_date,site,activity,report_type,narrative,source
DEMO500-0455,2026-07-31,Delta Point Facility,Pressure Testing,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0455 was logged.",synthetic_judge_demo_v0_1
DEMO500-0456,2026-07-24,Cedar Ridge Station,Valve Maintenance,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0456 was logged.",synthetic_judge_demo_v0_1
DEMO500-0457,2026-07-28,Echo Valley Works,Driving,Unsafe Condition,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0457 was logged.",synthetic_judge_demo_v0_1
DEMO500-0458,2026-07-20,Frostline Depot,Valve Maintenance,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0458 was logged.",synthetic_judge_demo_v0_1
DEMO500-0459,2026-09-04,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0459 was logged.",synthetic_judge_demo_v0_1
DEMO500-0460,2026-09-02,Aurora Basin,Valve Maintenance,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0460 was logged.",synthetic_judge_demo_v0_1
DEMO500-0461,2026-08-10,Cedar Ridge Station,Electrical Maintenance,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a cool hot-work torch and closed cylinder, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0461 was logged.",synthetic_judge_demo_v0_1
DEMO500-0462,2026-09-11,Delta Point Facility,Pressure Testing,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0462 was logged.",synthetic_judge_demo_v0_1
DEMO500-0463,2026-08-06,Frostline Depot,Electrical Maintenance,Unsafe Condition,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0463 was logged.",synthetic_judge_demo_v0_1
DEMO500-0464,2026-08-03,Cedar Ridge Station,Mechanical Lifting,Incident,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0464 was logged.",synthetic_judge_demo_v0_1
