candidate_id,ai_pass_b_label,ai_pass_b_confidence,ai_pass_b_hazard,ai_pass_b_exposure,ai_pass_b_barrier_failure,ai_pass_b_credible_consequence,ai_pass_b_reason,ai_pass_b_framework_version
OSHA-SIR-20181010483,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015020647,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2020087443,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015031131,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019099280,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019066117,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20191112157,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20201110744,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015031447,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010023,UNCERTAIN,0.52,Hazardous mechanism is not adequately described,An outcome is reported without a clear credible exposure path,Critical barrier or control information is absent,Insufficient evidence to establish or exclude fatal or life-altering potential,"The narrative reports an outcome but lacks the hazard, exposure, and barrier facts needed for classification.",SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015031116,UNCERTAIN,0.52,Hazardous mechanism is not adequately described,An outcome is reported without a clear credible exposure path,Critical barrier or control information is absent,Insufficient evidence to establish or exclude fatal or life-altering potential,"The narrative reports an outcome but lacks the hazard, exposure, and barrier facts needed for classification.",SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017010232,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019076882,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018021180,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022010896,UNCERTAIN,0.52,Hazardous mechanism is not adequately described,An outcome is reported without a clear credible exposure path,Critical barrier or control information is absent,Insufficient evidence to establish or exclude fatal or life-altering potential,"The narrative reports an outcome but lacks the hazard, exposure, and barrier facts needed for classification.",SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015096299,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022075823,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015052971,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018032178,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015074344,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015030396,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010739,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018065995,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015075090,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010569,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20171010193,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010720,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
