candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-2016010251,OSHA_SIR,2016010251,"An employee was performing gouging operations on the internal surfaces of a vessel when a flash fire occurred. The employee received burns to the upper chest, arms, and legs (approximately 44% of body) and was hospitalized for treatment of burns and smoke inhalation.",SIF_POTENTIAL,0.99,Flash fire inside a vessel,Worker was within the vessel during hot work,"Gas-freeing, ventilation, and hot-work controls failed","Fatal burns, smoke inhalation, or entrapment","A flash fire occurred inside a vessel around the worker, creating fatal burn and egress hazards.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2017087880,OSHA_SIR,2017087880,Two employees were performing servicing work at a natural gas refrigeration plant when a fire erupted and seriously burned their backs.,SIF_POTENTIAL,0.98,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2023021122,OSHA_SIR,2023021122,"Employees were unbolting the head of a product purge bin utilizing a high-speed cut saw. As the crew was cutting the last of 15 bolts on the purge bin head, a flash fire occurred resulting in burns to four employees.",SIF_POTENTIAL,0.98,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016055851,OSHA_SIR,2016055851,"An employee was delivering parts when the employee's vehicle became stuck. As the employee attempted to dislodge the vehicle, the grass caught on fire and the employee fell approximately 6 to 8 feet into a ravine. The employee suffered a second degree burn to the left forearm, a broken rib, a punctured lung, and a broken collarbone.",SIF_POTENTIAL,0.88,Grass fire beside a ravine,Worker was near the fire and fell 6–8 feet,"Vehicle recovery, ignition, and terrain controls failed",Burns plus serious fall trauma,"The fire event drove or coincided with a fall into a ravine, creating combined SIF mechanisms.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018010452,OSHA_SIR,2018010452,An employee was delivering fuel to a store when his pants caught on fire. He sustained burns to both legs and his left hand.,SIF_POTENTIAL,0.91,Welding slag ignited clothing,Worker's upper-body clothing burned while on a ladder,Hot-work shielding and clothing controls failed,Fatal burns or fall from ladder,Burning clothing on an elevated worker could rapidly cause extensive burns or a serious fall.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015096851,OSHA_SIR,2015096851,"The employee was circulating mud and water and sucking fluid from a steel container with a running vacuum truck. H2S vapor accumulated under the truck. When it reached his hot pump, it caused a flash fire. The employee suffered burns to his face and hands.",SIF_POTENTIAL,0.99,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010417,OSHA_SIR,2015010417,"On January 13, 2015, the employees were in the process of changing a heater treater tube. The leaking fluid ignited causing severe burn injuries. One employee was sent to the Minnesota burn unit.",SIF_POTENTIAL,0.98,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015041925,OSHA_SIR,2015041925,"On or about 11 April 2015, at approximately 0830 hours, a Brazos Rock Energy employee received burns on his wrist and face when flammable gasses that accumulated during a pipeline hot tap ignited. The employee was helping a welder weld the pipe sections together when two pin-sized holes on a section of pipe 10 feet from the operation leaked flammable gasses into the pipe and surrounding area. The gasses accumulated to a level sufficient enough to cause a flash fire, which burned the employee.",SIF_POTENTIAL,0.98,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010541,OSHA_SIR,2015010541,Two employees were burned when a bubble tower exploded creating a flash fire during maintenance work on a well site.,SIF_POTENTIAL,0.99,Flammable gas explosion or flash fire,Worker was within the blast and flame area,"Leak detection, containment, or ignition control failed","Fatal blast, burns, or structural injury","Accumulated or leaking gas ignited around personnel, creating credible fatal blast and burn exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2017010688,OSHA_SIR,2017010688,"A crew of three employees had just repaired a heater/treater water leg 3"" vitriolic coupling and had pressured it up with a pump. A leak appeared at a bolt on the unit and the two injured employees proceeded to tighten it. While the two were tightening the bolt, they heard a pop and something gave away. They were drenched with liquid and gas. The third employee saw this and shut the pump down and was going to isolate the unit when it caught fire near the coupling. The fire spread to the two drenched employees. One employee suffered third degree burns while the second employee suffered second degree burns.",SIF_POTENTIAL,0.99,Pressurized hydrocarbon leak followed by fire,Workers were drenched in released liquid and gas,"Pressure containment, isolation, and ignition controls failed",Fatal burns or explosion,A pressurized release soaked personnel and then ignited around them.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2021021798,OSHA_SIR,2021021798,Employees were preparing a unit for turn-around and chemical cleaning. There was a release of un-hydrotreated naphtha that resulted in a fire. Six employees sustained burns and were hospitalized.,SIF_POTENTIAL,0.99,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015108004,OSHA_SIR,2015108004,An employee was shocked when the trackhoe he was loading onto a trailer made contact with power lines.,SIF_POTENTIAL,0.99,Contact with overhead high-voltage line,Workers were on or near conductive equipment when contact occurred,Overhead-line clearance control failed,Electrocution or fatal arc injury,Equipment contacted a high-voltage line while personnel were exposed to the energized system.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.980000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2017054249,OSHA_SIR,2017054249,"An employee was re-erecting goal posts below a power line when the stringer of flags on one end of the goal posts became hung up on the passenger-side rear-view mirror of a haul truck. The injured employee was attempting to free the stringer of flags when a coworker raised a PVC pipe to place it over a t-post. The top of the PVC pole, where the stringer of flags was tied, came into contact with the overhead power line. The employee sustained burns to his left arm, left hand, and right foot. He was hospitalized for surgery.",SIF_POTENTIAL,0.99,Contact with overhead high-voltage line,Workers were on or near conductive equipment when contact occurred,Overhead-line clearance control failed,Electrocution or fatal arc injury,Equipment contacted a high-voltage line while personnel were exposed to the energized system.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.980000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
